year,agency,litigation_cost,processing_cost,total_cost,total_staff,pending_end_year,pending_start_year,processed_year,received_year,duplicate_request,fee_related,full_denial,full_grants,improper_request_other_reason,not_agency_record,no_records,other,partially_granted,records_not_described,referred_to_other_agency,withdrawn,exemption_1,exemption_2,exemption_3,exemption_4,exemption_5,exemption_6,exemption_7a,exemption_7b,exemption_7c,exemption_7d,exemption_7e,exemption_7f,exemption_8,exemption_9,general_complex_average,general_complex_high,general_complex_low,general_complex_median,general_expedited_average,general_expedited_high,general_expedited_low,general_expedited_median,general_simple_average,general_simple_high,general_simple_low,general_simple_median,granted_complex_average,granted_complex_high,granted_complex_low,granted_complex_median,granted_expedited_average,granted_expedited_high,granted_expedited_low,granted_expedited_median,granted_simple_average,granted_simple_high,granted_simple_low,granted_simple_median
2017,DNFSB,0.00,26000.00,26000.00,0.20,5,N/A,26,31,0,0,1,5,0,1,6,0,8,2,2,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,1.5,2,<1,1.5,10.58,24,<1,8,N/A,N/A,N/A,N/A,1,1,1,1,7.21,24,1,5
2018,DNFSB,0.00,43000.00,43000.00,0.50,3,6,19,16,0,0,1,2,0,0,2,0,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,24,40,4,29,35,262,1,19,N/A,N/A,N/A,N/A,22,40,4,22,36,262,1,19
2019,DNFSB,0.00,45000.00,45000.00,0.50,4,3,16,17,0,0,0,4,1,0,3,0,7,1,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,30,30,30,30,78,488,3,22,N/A,N/A,N/A,N/A,30,30,30,30,93,488,3,21
2020,DNFSB,0.00,45000.00,45000.00,0.50,N/A,2,22,20,0,0,0,2,0,0,6,0,5,6,1,2,0,0,0,0,1,4,0,0,0,0,1,1,0,0,N/A,N/A,N/A,N/A,29,29,29,29,19,92,1,14,N/A,N/A,N/A,N/A,29,29,29,29,21,92,1,14
2021,DNFSB,0.00,50000.00,50000.00,0.50,1,N/A,18,19,0,0,0,3,0,0,2,0,8,4,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,30,2,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,30,5,17
2022,DNFSB,0.00,50000.00,50000.00,0.50,2,1,25,26,0,0,0,4,0,0,6,0,3,11,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,196,3,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,196,10,36
2023,DNFSB,0.00,50000.00,50000.00,0.50,13,2,37,48,1,0,0,5,15,3,6,0,3,2,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,139,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,139,7,10
2024,DNFSB,0.00,500000.00,500000.00,2.00,73,15,52,110,3,0,0,2,25,5,11,0,3,0,0,3,0,0,0,1,1,6,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,396,29,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.86,383,29,61
2008,DOC,120809.74,1673049.37,1793859.11,29.30,256,205,1885,1936,14,115,110,654,68,105,275,49,338,15,54,88,3,59,127,93,124,140,14,1,19,3,8,1,1,0,109,684,12,69,7,24,1,9,13,571,1,10,125,646,12,85,7,22,1,5,19,571,1,15
2009,DOC,62733.80,2650630.66,2713364.46,31.00,253,254,2092,2091,12,279,85,784,120,92,246,44,255,34,44,97,6,52,92,80,108,122,11,0,23,2,12,3,0,0,115,762,10,51,18,40,5,20,15,256,1,12,119,762,10,52,18,40,5,20,15,256,1,12
2010,DOC,46088.01,3173223.39,3219311.40,42.30,267,175,2021,2113,20,168,83,763,94,119,195,47,308,45,80,99,3,42,92,68,138,142,16,6,38,2,9,1,0,0,30,709,1,50,17,105,2,20,16,920,1,20,30,709,1,50,17,105,2,20,20,758,1,15
2011,DOC,189785.65,3685519.44,3875305.09,47.97,296,303,2209,2202,7,161,105,732,99,119,251,76,415,36,79,129,0,22,83,109,141,216,18,3,72,3,5,1,0,0,62,423,7,41,16,100,1,20,34,1142,1,22,58,399,14,39,13,61,1,20,23,1142,1,20
2012,DOC,129309.27,3750560.07,3879869.34,37.95,340,234,1701,1807,15,119,125,428,111,133,176,42,365,51,53,83,10,4,79,103,108,191,22,5,46,1,8,1,0,0,76,628,1,32,10,29,1,8,18,511,1,13,91,628,1,42,16,29,5,15,23,511,1,15
2013,DOC,181804.48,7084184.25,7265988.73,36.75,358,328,1793,1823,66,144,72,410,120,114,237,46,332,75,24,153,1,5,77,88,125,182,25,12,66,0,12,0,0,0,90,1114,1,43,40,208,8,14,9,20,1,8,108,1114,1,61,11,28,1,12,12,20,1,15
2014,DOC,187032.85,10318616.36,10505649.21,39.57,486,366,1776,1896,60,105,138,487,165,72,188,57,290,97,16,101,0,9,118,83,98,151,20,0,63,3,20,1,0,0,89,1058,1,45,26,331,1,2,8,148,1,7,101,1058,1,48,37,313,1,3,10,148,1,9
2015,DOC,157326.04,15219439.24,15376765.28,42.51,557,490,2163,2230,80,134,130,596,160,105,211,55,402,89,32,169,4,13,122,73,131,266,23,3,98,1,20,1,0,0,133.72,2020,<1,36,32.58,403,<1,6,45.41,1163,<1,11,139.45,2020,3,51,25.42,403,<1,4,48.84,588,<1,16
2016,DOC,105805.11,4540984.32,4646789.43,51.17,454,576,2148,2026,96,156,62,600,41,88,293,103,448,40,17,204,3,16,81,91,160,295,20,2,120,4,15,3,0,0,136.31,1741,<1,47,36.71,485,<1,5,36.55,1144,<1,13,162.13,1741,<1,67.5,11.02,86,<1,5,25.33,1144,<1,13
2017,DOC,207618.43,6141790.00,6349408.43,61.29,573,470,2106,2209,146,141,80,500,68,82,328,107,398,35,13,208,3,10,98,89,144,275,18,0,91,1,19,2,0,0,130.6,1340,<1,49,75.33,882,<1,11,13.2,123,<1,10,133.51,1051,<1,68,116.13,882,<1,49,16.21,123,<1,14
2018,DOC,174447.10,13073431.30,13247878.40,120.15,922,629,1976,2269,129,65,62,474,110,56,364,81,392,29,20,194,1,14,48,97,182,214,10,13,54,4,24,5,0,0,105.11,1592,<1,37.5,74.12,267,3,46.5,82.25,972,<1,16,143.26,1592,2,83,114.71,267,10,51.5,41.54,972,<1,19
2019,DOC,174447.10,7447776.65,7622223.75,65.44,1264,890,2017,2391,102,77,91,437,53,78,291,250,412,31,6,189,2,8,53,108,79,248,9,1,48,1,15,0,0,0,158.54,1790,<1,50,108.92,522,<1,22.03,52.12,1305,<1,15,170.08,1790,<1,63,69.95,490,<1,15,71.67,1305,<1,20
2020,DOC,230217.83,7718652.57,7948870.40,102.31,1173,1264,2108,2017,181,76,74,426,62,95,232,76,465,36,12,373,0,7,83,123,374,662,18,2,61,0,32,0,0,0,170.84,2062,<1,54,197.06,797,<1,191,57.99,876,<1,15,140.69,2062,<1,26.5,52.51,549,<1,7,49.86,876,<1,12.5
2021,DOC,48000.00,8446439.00,8494439.00,86.84,1248,1169,2195,2274,122,67,62,501,92,134,217,196,352,40,24,388,0,15,43,109,153,284,20,2,69,2,29,5,0,0,205.37,1046,<1,47.0,86.8,1041,<1,14.5,60.3,931,<1,13.0,123.13,1046,<1,47.0,38.79,428,<1,14.0,48.12,833,<1,16.0
2022,DOC,394472.57,7834599.44,8229072.01,67.44,1128,1134,1774,1768,68,56,65,321,105,181,323,47,362,102,8,136,3,1,71,90,147,270,16,0,56,1,19,2,0,0,202.46,1672,1,70,153.43,1184,1,34.5,61.01,1117,1,23,194.33,1497,1,73,90.62,568,3,32,51.78,869,1,24
2023,DOC,766601.42,9250149.94,10016751.36,79.76,1281,1133,2093,2241,105,81,88,442,206,194,266,84,290,84,53,200,3,5,97,82,127,256,22,0,64,1,22,3,0,0,216.83,1535,<1,93,196.76,1009,<1,73,59.33,1300,<1,19,157.92,1212,1,85,310.55,1009,4,44,68.32,760,0,23
2010,DOE,277440.00,5351363.41,5628803.41,81.88,465,408,2149,2206,17,21,25,826,16,43,272,0,475,14,315,125,14,34,40,253,79,215,4,3,31,0,0,0,0,1,121.3,2305,<1,45,41.67,222,4,5.5,39.62,1732,<1,16,145.01,2305,<1,59,59.75,222,4,6.5,45.68,1124,<1,22
2011,DOE,200504.00,6948129.03,7148633.03,87.70,558,465,2222,2315,17,73,27,714,19,49,307,0,515,15,361,125,7,19,37,273,102,258,14,0,24,7,0,9,0,0,117.08,1092,<1,51,169,268,18,221,32.31,2674,<1,11,141.22,1092,<1,70,143,268,18,143,42.94,2674,<1,17
2012,DOE,237572.12,8550902.62,8788474.74,91.60,552,553,2258,2257,31,21,36,734,12,52,370,0,465,11,276,250,7,4,46,242,106,266,9,4,24,7,6,2,0,1,115.39,1574,<1,50,199.14,767,2,16,39.92,2379,<1,12,136.87,1414,1,59.5,480,767,193,480,51.45,1794,<1,22
2013,DOE,300875.00,10787079.30,11087954.30,87.19,581,549,2046,2078,21,32,25,766,21,40,308,0,409,18,258,148,14,14,50,211,111,268,8,0,22,1,9,12,0,0,164.52,2043,<1,49,39.75,195,<1,18.5,22.21,336,<1,9,192.19,2043,<1,59,47.67,195,<1,33,28.37,336,<1,14
2014,DOE,331709.00,10167289.60,10498998.60,95.85,522,577,2274,2219,30,30,28,687,24,35,336,0,518,13,322,251,6,16,46,229,155,322,5,0,26,4,6,9,0,0,185.25,1520,<1,58,32,95,9,22.5,32.69,950,<1,11,223.89,1520,1,88,29.5,51,9,27.5,44.52,950,<1,15
2015,DOE,293090.04,9856694.42,10149784.46,93.95,432,521,2445,2356,84,46,25,675,28,43,344,0,524,43,311,322,16,15,69,135,140,390,15,0,66,1,26,19,0,0,176.94,2043,<1,74,90.71,343,9,47,26.81,1157,<1,12,224.14,2043,3,105.5,102.6,343,9,17,39.94,1157,<1,19
2016,DOE,250143.00,9351798.10,9601941.10,84.45,396,430,2008,1974,74,37,30,583,24,49,293,0,462,24,227,205,13,30,81,113,144,348,9,0,62,4,23,17,0,0,224.82,2180,<1,72,52,52,52,52,43.97,1610,<1,14,248.98,1831,1,92,52,52,52,52,54.79,1165,<1,21
2017,DOE,276400.00,8322457.13,8598857.13,78.18,484,396,2127,2215,23,27,12,572,17,57,421,0,442,14,228,314,5,5,67,85,126,325,8,0,58,4,18,15,0,1,164.61,2296,<1,52,N/A,N/A,N/A,N/A,48.23,752,<1,21,202.7,2296,1,73,N/A,N/A,N/A,N/A,60.67,752,<1,32
2018,DOE,179000.00,2046929.50,2225929.50,97.26,663,483,1893,2073,27,26,20,531,24,33,340,0,359,34,218,281,3,6,44,80,117,292,4,0,61,1,26,5,0,0,131.94,2347,<1,63,21,21,21,21,52.93,934,<1,20,151.44,2001,<1,75,21,21,21,21,77.47,934,<1,37
2019,DOE,344332.00,8341384.30,8685716.30,74.11,638,666,1883,1855,81,35,47,483,17,43,324,0,368,33,222,230,4,6,43,78,130,317,4,0,57,0,23,7,0,1,140.71,1994,<1,48,12.2,30,1,13,81.08,1045,<1,32,169.94,1994,<1,85,<1,N/A,N/A,<1,101.85,753,<1,46.5
2020,DOE,455457.00,7737209.37,8192666.37,66.20,676,639,1416,1453,19,11,14,273,14,32,491,0,297,12,71,182,2,6,25,67,69,246,3,0,43,0,13,5,0,0,157.97,1913,<1,78.50,68.78,189,14,45,81.11,1022,<1,31,206.63,1913,2,111,29.50,45,14,29.50,107.35,947,<1,57
2021,DOE,351365.08,7640462.82,7991827.90,66.73,792,708,1408,1492,27,6,14,273,4,36,506,0,319,14,61,148,4,15,33,71,99,267,8,0,38,0,35,7,0,0,187.48,1958,<1,90.50,354.50,500,153,401.50,75.35,1046,<1,21,206.45,1523,1,113.50,363.20,500,153,492,106.43,712,<1,45
2022,DOE,436213.98,8089784.27,8525998.25,72.83,1004,793,1511,1722,30,9,17,317,19,21,569,0,314,25,52,138,2,6,33,91,88,276,3,0,33,2,12,5,0,0,199.38,2177,<1,110,491.8,739,2,643,41.74,969,<1,18,212.82,1538,1,136.5,454,739,2,537.5,52.96,969,<1,27
2023,DOE,666562.34,7874874.22,8541436.56,74.49,1377,1011,1790,2156,40,15,32,349,37,34,597,0,364,34,97,191,0,2,40,143,95,289,4,0,44,2,37,28,0,2,207.51,1798,<1,99,279,813,5,78.50,40.03,1133,<1,16,235.64,1714,<1,117,323.33,813,12,145,53.63,1133,<1,28.50
2024,DOE,881998.74,9235075.68,10117074.42,89.52,2413,1380,3250,4283,560,26,35,422,64,103,424,649,328,98,416,125,2,0,27,142,55,293,5,0,33,0,12,18,0,4,196.14,2475,0,64.00,106.44,577,0,36.00,30.72,1864,0,10.00,294.93,2012,0,161.00,217.50,577,0,136.00,58.97,1064,0,28.00
2008,DOI,277005.77,9960195.05,10237200.82,125.66,905,845,4750,4810,29,91,111,2383,44,61,520,69,1012,159,126,145,1,111,50,163,384,767,84,2,195,16,34,17,0,4,25.64,2674,1,N/A,8,217,1,6,2,642,1,1,N/A,2648,1,N/A,8,217,1,6,5,642,1,2
2009,DOI,384905.05,9650704.54,10035609.59,125.27,1137,1017,5088,5208,59,78,109,2766,48,28,472,161,974,83,151,159,3,116,49,155,273,752,65,2,245,9,22,10,0,10,31.35,2850,<1,N/A,6,29,<1,4,3,189,<1,2,N/A,2970,<1,N/A,7,29,<1,4,4,189,<1,2
2010,DOI,360596.72,11151238.34,11511835.06,153.80,1200,1018,5945,6127,88,129,126,3067,68,63,529,284,1108,55,141,287,7,112,70,158,264,862,79,5,367,14,28,10,0,6,32,1185,<1,16,28,124,2,16,4,75,<1,2,31,1051,<1,17,28,124,2,16,4,75,<1,2
2011,DOI,771470.74,12201691.90,12973162.64,149.63,1030,1130,5909,5809,54,110,139,2990,51,36,583,450,1147,54,124,171,2,76,53,178,348,840,105,6,354,14,38,15,0,10,44,2235,<1,16,138,265,<1,175,3,55,<1,2,41,1921,<1,17,142,265,<1,173,3,55,<1,2
2012,DOI,752543.75,11077761.12,11830304.87,153.11,893,1010,6285,6168,87,136,173,2863,45,42,604,489,1445,87,152,162,0,28,71,262,440,1067,131,2,379,13,58,29,0,10,44,1870,<1,17,48,369,<1,12,2,81,<1,1,43,1870,<1,18,51,369,<1,12,2,81,<1,1
2013,DOI,396322.81,11602387.71,11998710.52,136.29,868,906,6363,6325,68,142,161,2848,72,53,639,503,1504,52,155,166,1,19,58,253,431,1052,150,18,309,13,66,27,0,27,43,1492,<1,17,63,579,<1,19,3,120,<1,1,45,1492,<1,18,65,579,<1,14,3,120,<1,1
2014,DOI,451974.00,11262694.55,11714668.55,122.13,1014,897,5647,5764,94,96,190,2384,77,32,685,420,1312,54,62,241,1,24,76,203,340,973,126,1,329,14,64,25,0,18,39,1316,<1,17,165,819,<1,49,4,50,<1,1,42,1316,<1,18,196,819,<1,40,3,36,<1,1
2015,DOI,515616.01,11722357.15,12237973.16,129.71,1036,1001,6757,6792,115,119,182,2554,97,27,987,563,1780,56,44,233,0,25,81,301,395,1419,134,0,641,13,64,42,0,7,41,1157,<1,17,77,479,<1,17,10,1004,<1,2,46,1157,<1,19,82,479,<1,17,10,1004,<1,1
2016,DOI,1945011.07,16821710.00,18766721.07,141.21,1048,1057,6437,6428,78,140,206,2392,85,28,883,295,1800,105,56,369,0,32,61,238,456,1396,155,1,488,12,55,38,0,10,42,1208,<1,17,29,145,<1,15,12,506,<1,3,46,1208,<1,19,30,145,<1,15,12,506,<1,3
2017,DOI,796756.95,13842764.21,14639521.16,138.51,2318,1046,6733,8005,112,143,240,2482,85,22,1091,428,1694,117,57,262,0,20,87,181,532,1280,162,0,575,14,43,29,0,8,45,1339,<1,19,45,428,<1,37,8,384,<1,3,52,1339,<1,20,51,428,<1,39,7,91,<1,3
2018,DOI,1032366.09,14181521.30,15213887.39,142.43,3707,2306,7001,8402,108,138,230,2265,54,27,1285,476,1979,120,48,271,0,24,90,256,665,1382,155,2,708,20,72,31,0,11,58,1150,<1,22,67,472,<1,31,6,112,<1,2,66,1150,<1,26,61,472,<1,24,6,112,<1,2
2019,DOI,2511729.76,13836202.32,16347932.08,153.19,4838,3647,6782,7973,143,134,197,2082,91,37,1269,405,1875,138,51,360,1,35,89,137,637,1410,153,6,665,30,57,25,0,6,74,1281,<1,25,63,334,<1,27,15,240,<1,4,82,1281,<1,29,69,334,<1,33,17,221,<1,5
2020,DOI,4505630.91,17395899.50,21901530.41,145.28,4756,4685,5906,5977,128,85,217,1659,60,56,1018,607,1644,131,52,249,0,30,59,123,575,1166,137,4,507,28,44,16,0,1,217.91,1318,<1,110.0,256.92,775,<1,43.0,78.77,1382,<1,22.0,194.79,1318,<1,107.0,73.24,431,<1,22.0,81.66,1115,<1,26.0
2021,DOI,3693669.20,16691054.77,20384723.97,152.58,5292,4764,5774,6302,249,158,195,1335,109,32,1126,446,1521,116,31,456,0,11,84,134,505,1139,128,3,550,29,90,31,0,4,260.43,1600,<1,118.5,113.29,987,<1,15.0,92.16,1538,<1,21.0,209.35,1600,<1,91.0,67.61,485,<1,15.0,99.11,1162,<1,30.0
2022,DOI,1586956.39,16992715.87,18579672.26,132.65,5409,5184,6182,6407,270,75,155,1608,160,41,1059,406,1584,128,38,658,0,30,92,174,529,1149,110,8,486,38,63,35,0,1,344.11,1622,<1,138.0,132.85,1166,<1,29.0,123.31,1567,<1,22.0,241.89,1622,<1,100.0,92.71,1022,4,31.0,102.58,1454,<1,23.0
2023,DOI,794239.81,17354378.02,18148617.83,128.55,4958,5261,7388,7085,283,108,161,1666,626,85,1013,606,1736,168,284,652,1,18,109,156,574,1330,143,0,600,33,114,66,0,5,312,1915,<1,82,221,1889,<1,37,148,1789,<1,27,240,1915,<1,86,187.5,1889,<1,36.5,110.5,1789,<1,24
2024,DOI,993531.00,17427312.00,18420843.00,132.90,5073,5194,8426,8305,304,111,196,1665,208,111,1701,1565,1659,205,93,608,0,20,87,250,631,1248,143,3,445,18,54,39,0,16,335.46,1854,<1,95.5,223.09,1871,2,28,132.43,1774,<1,20,243.57,1841,<1,91,141.02,1871,2,28,133.9,1561,<1,30
2008,DOL,226600.00,12250686.00,12477286.00,145.29,1097,1269,20970,20798,325,130,2048,4706,144,120,3914,247,7750,187,1050,349,0,806,11,4483,5581,2510,1665,48,5864,3369,633,0,0,0,16.37,601,1,13,16.5,350,1,6,23.25,360,1,9,18.88,342,1,8.5,4.59,33,1,1,26.16,360,1,15
2009,DOL,425000.00,8005113.86,8430113.86,128.39,1065,1149,16810,16726,313,182,1784,4684,155,182,1476,90,6664,190,750,340,1,850,69,3854,4539,2129,1479,116,4922,2301,443,3,0,0,42.57,550,1,18,20.08,248,1,10,16.83,494,1,8,46.87,550,1,19,23.78,195,1,10,20.4,494,1,10
2010,DOL,485000.00,12593729.68,13078729.68,145.52,943,1170,17625,17398,497,289,1512,4358,114,210,3120,258,6454,153,232,428,0,611,97,3522,4136,2149,1543,82,5085,2585,894,4,0,0,27.4,792,1,12,15.1,438,1,5.5,11.6,523,1,4.5,27.7,519,1,11.5,11.8,438,1,0.5,5,523,1,16
2011,DOL,497973.00,13074203.58,13572176.58,151.94,1143,1260,18129,18012,454,208,1390,3737,116,264,3522,755,6864,160,245,414,0,423,62,3474,3516,2108,1449,119,5492,2615,981,3,0,0,214.9,976,1,24.8,83.2,901,1,6.25,37.7,2025,1,5,174.4,976,1,32.5,46.1,345,1,0.8,7.7,316,1,1
2012,DOL,497973.00,12598645.00,13096618.00,161.68,1475,2139,19224,18560,617,199,1503,2869,175,274,4360,776,7419,125,496,411,2,144,89,3835,3133,2058,1618,88,6066,2470,1176,3,0,0,54.6,2796,1,12,139.9,1928,1,9,48,1970,1,8,25.2,1917,1,13,31.1,386,1,8.5,28.5,1842,1,13
2013,DOL,497973.00,12436904.87,12934877.87,154.04,1246,1666,19175,18755,673,547,1622,2926,230,201,3689,382,7336,78,1079,412,0,162,11,3674,3354,2111,1802,79,5751,2110,1481,1,0,0,28.5,1735,1,11,39.5,519,1,7,20.4,1211,1,8,25.1,1285,1,13,37.7,519,1,7.5,22,1211,1,12
2014,DOL,438354.00,17909585.91,18347939.91,162.94,1187,1796,16715,16106,581,200,1910,1807,209,242,3492,23,7142,54,560,495,0,93,11,3781,3158,1777,1754,85,5981,2162,1410,5,0,0,33.6,2115,1,12,26.3,550,1,10,23.4,1426,1,6,27.9,1108,1,14,30.8,550,1,10,21.9,686,1,11
2015,DOL,429237.00,15668723.00,16097960.00,194.31,1303,1615,17104,16792,787,151,1890,1594,217,366,3556,0,7468,110,525,440,0,44,12,3992,3221,2117,2149,105,5949,2481,1541,4,0,0,32.7,1833,1,11,45,710,1,7,26.4,2515,1,7,28.1,1592,1,14,46.6,710,1,7,22,1202,1,11
2016,DOL,436175.00,15126688.00,15562863.00,261.30,1293,1563,16466,16196,693,167,1821,1494,187,347,3608,0,7161,64,405,519,0,17,9,4062,2984,2679,2201,80,5874,2539,1479,2,0,0,23.6,2514,<1,10,33.8,854,<1,6,20.8,1509,<1,7,24.9,901,<1,13,37.1,854,<1,7,20.9,1084,<1,12
2017,DOL,500300.00,16076867.75,16577167.75,171.12,1479,1612,15946,15813,582,151,1658,1537,177,385,3717,0,6728,66,400,545,0,27,11,3686,2530,2259,1955,30,5481,2481,1155,1,0,0,31.3,2523,1,10,20.8,616,1,9,27.9,2535,1,7,26.9,2489,1,14,25.8,616,1,10,25,2535,1,13
2018,DOL,511796.00,16583836.00,17095632.00,168.95,1500,1483,14679,14696,574,171,1585,1461,125,343,3235,1,6258,69,269,588,0,24,10,3718,2359,2338,1879,34,5304,2507,1130,1,0,6,28,2389,<1,12,42.8,1027,<1,11.5,24,1154,<1,7,30.7,2057,<1,15,50.9,1027,<1,11,26.2,207,<1,13
2019,DOL,511683.00,18223960.00,18735643.00,179.05,1729,1989,16350,16090,849,206,1629,1612,158,419,3954,0,6416,84,357,666,0,30,12,3884,2601,2309,1805,37,5487,2543,1042,5,0,10,55.3,4554,1,13,44.5,561,1,8,29.6,4554,1,9,43.2,4554,1,18,28.7,297,1,7,28.9,4554,1,14
2020,DOL,622681.00,18480941.00,19103622.00,172.15,2589,2414,15645,15820,989,197,1752,1947,218,341,3643,0,5426,82,291,759,0,46,0,2566,1633,1343,1829,36,4614,1826,820,6,0,2,53.3,1895,1,17,18.8,821,1,7,36,1768,1,9,40.3,1895,1,20,19.8,125,1,11,39,602,1,16
2021,DOL,604422.00,17843473.00,18447895.00,165.49,2158,2620,14022,13560,517,226,1993,2246,144,105,2512,0,5335,76,214,654,0,54,2,2791,1805,2082,1842,2,4836,1961,1031,15,0,0,57.61,1693,<1,17.00,55.97,381,<1,11.50,39.41,1963,<1,12.00,70.89,1440,<1,26.00,76.13,381,<1,16.00,41.38,1721,<1,16.00
2022,DOL,765756.00,17556314.00,18322070.00,163.34,2314,2158,14335,14491,606,235,1869,2346,0,135,3075,0,5182,0,224,663,0,20,3,2913,1765,1677,1720,18,4369,2526,255,5,0,0,259.46,1458,<1,222.00,12.40,132,<1,8.00,49.16,1112,<1,13.00,285.33,1458,<1,91,11.67,90,<1,4.00,79.07,526,<1,41.50
2023,DOL,802964.00,20255548.00,21058512.00,158.70,2388,2325,14219,14282,628,356,1857,2493,154,181,2673,0,4641,400,232,604,0,17,7,2533,1720,1540,1598,7,3947,2247,281,7,0,5,50.10,1669,<1,12.00,32.37,335,1,10.00,24.51,1457,<1,9.00,56.67,1669,<1,20.00,33.04,335,1,11.00,30.04,737,<1,17.00
2024,DOL,743296.00,18030082.00,18773378.00,142.49,3344,2367,14856,15833,798,401,1777,1973,303,226,3245,0,4601,379,280,873,6,33,7,2515,1893,1539,1681,17,3848,1881,433,9,1,1,52.83,1794,<1,11.00,36.32,582,<1,11.00,18.14,1057,<1,7.00,57.28,1794,<1,19.00,39.11,582,<1,13.50,24.13,1057,<1,13.00
2008,DOS,356038.00,12237303.00,12593341.00,132.65,4629,4297,5577,5909,123,73,722,606,1002,873,542,47,903,269,241,176,537,99,944,104,166,404,26,2,64,12,15,13,0,0,275,1900,5,196,201,1509,1,41,115,736,1,68,333,1900,5,253,250,1509,3,41,129,736,3,75
2009,DOS,422923.00,12238267.00,12661190.00,138.66,9313,4620,6024,10717,92,67,1656,370,899,998,590,30,834,183,127,178,536,111,1839,98,203,520,31,3,82,14,20,1,0,1,384,2383,2,307,164,720,21,25,103,1556,1,87,423,2383,2,352,191,720,21,85,127,1074,1,61
2010,DOS,512901.00,10842907.00,11355808.00,131.35,21135,9315,18386,30206,461,122,3940,8710,1246,988,756,37,1365,348,252,161,408,162,5517,95,240,2669,26,5,68,5,26,8,0,0,284,2162,21,228,435,1276,<1,280,144,1723,<1,142,285,2162,35,228,544,1276,155,280,139,1723,<1,142
2011,DOS,777588.00,15653418.00,16431006.00,150.54,8715,21253,26836,14298,276,77,5527,4090,1890,847,864,43,11929,513,343,437,531,134,15129,105,361,3282,43,1,94,19,77,13,2,0,342,2460,6,279,926,1802,49,49,155,1603,1,150,341,2460,10,283,1802,1802,1802,1802,174,1603,1,173
2012,DOS,964757.00,16467583.00,17432340.00,154.69,11789,8611,15343,18521,125,50,4103,2313,3016,989,1053,9,2821,509,198,157,203,22,5789,37,213,480,23,4,81,8,269,9,0,0,559.9,3035,<1,450,760.44,1559,46,921.43,88,1589,<1,66,579,3035,16,464.3,733,1559,46,921.43,96,1589,1,68
2013,DOS,883923.70,16746305.15,17630228.85,157.42,9491,11835,21097,18753,130,28,7445,3468,1516,730,658,38,4312,2091,313,368,452,49,10304,94,454,1453,49,7,169,32,516,23,0,0,532.8,2070,<1,373.5,405,1841,4,202,106,1631,<1,90,596,2070,<1,424,496,1841,41,223,129,1631,1,122
2014,DOS,2074925.00,16259386.28,18334311.28,127.09,10974,9372,18094,19696,103,46,6627,2645,694,645,499,0,3709,2378,335,413,389,27,9227,72,260,2629,45,10,180,21,254,24,0,0,534.8,2237,11.4,333,385.6,1482,45.6,100.4,90,1576,1,66,578.8,2237,11.4,367,396.7,1482,45.6,93.3,120,1576,2,90
2015,DOS,3991167.10,29416609.00,33407776.10,169.75,21759,10924,14002,24837,132,2,5165,1864,556,648,459,5,2288,2431,234,218,272,12,6430,55,164,1771,26,1,217,19,250,9,0,0,511,2374,11,373,102,203,41,61,111,1781,1,84,589,2374,11,408,40,40,40,40,165,1781,1,154
2016,DOS,1285054.00,17783160.30,19068214.30,130.46,24210,11731,15482,27961,60,5,7126,884,399,754,886,0,2194,2621,244,309,244,1,6067,59,323,480,20,2,114,10,69,8,0,0,517,2642,4,392,139,359,4,135,342,1871,2,166,562,2642,4,437,165,357,4,168,276,1781,3,106
2017,DOS,9503777.00,27802095.00,37305872.00,267.15,13804,27852,21736,7688,73,38,5714,2745,1238,719,2239,0,5302,2598,578,492,330,20,5707,75,218,665,36,2,135,20,72,10,0,0,650.41,2822,3,478,416.1,1228,11,500,390.17,2076,1,393,678.56,2822,3,485,454.32,1228,34,526.5,371.63,2067,1,396
2018,DOS,1440357.04,34453755.75,35894112.79,275.60,11292,13772,10928,8448,38,4,1077,1364,801,528,1307,0,3808,1549,2,450,124,8,6528,32,144,666,16,1,173,10,91,13,0,0,461.37,3003,5,251.96,435.6,754,118,379.17,408.88,2099,1,401.04,491.09,3003,5,61,406.89,749,118,334.62,395.29,1976,3,401.06
